Index,Chinese,Pinyin,English,Level
2936,缩短,suōduǎn,Shorten,4
2937,缩小,suō xiǎo,reduce; lessen; narrow; shrink; zoom  out,4
2938,台阶,táijiē,Steps,4
2939,台上,tái shàng,on the stage,4
2940,躺,tǎng,lie,4
2941,套餐,tào cān,set meal,4
2942,特价,tè jià,special offer; bargain price,4
2943,特殊,tèshū,special,4
2944,特征,tèzhēng,Features,4
2945,提供,tígōng,provide,4
2946,提醒,tíxǐng,remind,4
2947,体操,tǐ cāo,gymnastics,4
2948,体检,tǐ jiǎn,physical examination,4
2949,体重,tǐ zhòng,body weight,4
2950,替,tì,replace; substitute; take the place of;  for; on behalf of,4
2951,替代,tì dài,replace; substitute,4
2952,天真,tiānzhēn,naive,4
2953,填,tián,fill; stuff; fill in; write,4
2954,填空,tiánkòng,Fill in the blanks,4
2955,挑,tiāo,choose; pick; select,4
2956,挑选,tiāo xuǎn,pick; choose; select; pick out,4
2957,调皮,tiáopí,naughty,4
2958,挑,tiǎo,lift up; raise; prick; incite,4
2959,挑战,tiǎozhàn,Dekaron,4
2960,贴,tiē,stick; paste; glue; nestle up to; keep  close to,4
2961,停下,tíng xià,stop,4
2962,挺（动）,tǐng,stand; hold out; endure; stick out,4
2963,通知书,tōng zhī shū,notice,4
2964,同情,tóngqíng,Sympathy,4
2965,童话,tónghuà,fairy tale,4
2966,童年,tóng nián,childhood; babyhood,4
2967,统计,tǒngjì,Statistics,4
2968,统一,tǒngyī,Unified,4
2969,痛快,tòngkuài,"Happy, to one`s heart`s content",4
2970,投,tóu,throw; fling; hurl; cast; drop; put in;  send; go to,4
2971,投入,tóurù,put into,4
2972,投诉,tóusù,complaint,4
2973,投资,tóuzī,Investment,4
2974,透,tòu,penetrate; pass through; tell secretly;,4
2975,透明,tòumíng,transparent,4
2976,图案,tú'àn,pattern,4
2977,途中,tú zhōng,on the way to; en route,4
2978,土地,tǔdì,land,4
2979,推迟,tuīchí,delay,4
2980,推销,tuīxiāo,promote sales,4
2981,脱,tuō,take off,4
2982,袜子,wàzi,Socks,4
2983,外汇,wài huì,foreign exchange; foreign currency,4
2984,外交官,wài jiāo guān,diplomat; diplomatist,4
2985,外套,wài tào,coat,4
2986,弯,wān,curved; bend; turn; crooked,4
2987,晚点,wǎn diǎn,late; behind schedule,4
2988,万一,wànyī,In case,4
2989,王,wáng,king; monarch; head; chief,4
2990,网络,wǎngluò,network,4
2991,网址,wǎng zhǐ,Internet site; website; URL,4
2992,微笑,wēixiào,Smile,4
2993,微信,wēi xìn,WeChat (a Chinese social app),4
2994,围巾,wéijīn,scarf,4
2995,维持,wéichí,maintain,4
2996,维护,wéihù,protect,4
2997,维修,wéixiū,Repair,4
2998,尾巴,wěiba,tail,4
2999,未必,wèibì,not necessarily,4
3000,未来,wèilái,Future,4
3001,位于,wèiyú,Be located,4
3002,位置,wèizhì,position,4
3003,味儿,wèir,flavor; taste,4
3004,喂（动）,wèi,feed,4
3005,稳,wěn,steady; stable; sure; certain,4
3006,稳定,wěndìng,Stable,4
3007,问候,wènhòu,To greet,4
3008,无,wú,nothing,4
3009,无法,wú fǎ,unable; incapable,4
3010,无聊,wúliáo,Boring,4
3011,无论,wúlùn,no matter,4
3012,无数,wúshù,Countless,4
3013,无所谓,wúsuǒwèi,cannot be designated as,4
3014,无限,wú xiàn,infinite; limitless; unlimited,4
3015,五颜六色,wǔ yán liù sè,colourful; multicolored,4
3016,误会,wùhuì,Misunderstanding,4
3017,西瓜,xīguā,watermelon,4
3018,吸,xī,inhale; breathe; absorb; suck in,4
3019,吸管,xī guǎn,straw,4
3020,吸收,xīshōu,absorb,4
3021,吸烟,xī yān,smoke,4
3022,吸引,xīyǐn,Attract,4
3023,喜爱,xǐ ài,like; love; be fond of,4
3024,系列,xìliè,series,4
3025,系统,xìtǒng,system,4
3026,细,xì,thin; slender; delicate; careful; trifling,4
3027,细节,xìjié,details,4
3028,细致,xìzhì,careful,4
3029,下个月,xià gè yuè,next month,4
3030,下降,xià jiàng,decline; drop; decrease; fall; go down,4
3031,下楼,xià lóu,go downstairs; come downstairs,4
3032,下载,xiàzài,download,4
3033,夏季,xià jì,summer,4
3034,鲜,xiān,fresh; bright; delicious; little; rare,4
3035,鲜花,xiān huā,fresh flower,4
3036,鲜明,xiānmíng,distinct,4
3037,咸,xián,salty,4
3038,显著,xiǎnzhù,remarkable,4
3039,县,xiàn,county,4
3040,限制,xiànzhì,limit,4
3041,相处,xiāngchǔ,Get along with,4
3042,相反,xiāngfǎn,Contrary,4
3043,箱,xiāng,chest; box; case; trunk,4
3044,箱子,xiāng zi,chest; bin; box; case; trunk,4
3045,想念,xiǎngniàn,miss,4
3046,想象,xiǎngxiàng,imagine,4
3047,项,xiàng,term,4
3048,项目,xiàngmù,project,4
3049,相片,xiàng piàn,photo; photograph,4
3050,消化,xiāohuà,Digestion,4
3051,销售,xiāoshòu,Sale,4
3052,小吃,xiǎochī,snack,4
3053,小伙子,xiǎohuǒzi,Young fellow,4
3054,小型,xiǎo xíng,small -size; small -scale,4
3055,效率,xiàolǜ,efficiency,4
3056,些,xiē,some,4
3057,心理,xīnlǐ,Psychology,4
3058,新郎,xīnláng,Groom,4
3059,新娘,xīnniáng,Bride,4
3060,新鲜,xīnxiān,fresh,4
3061,新型,xīn xíng,new type; new kind,4
3062,兴奋,xīngfèn,Excitement,4
3063,形容,xíngróng,describe,4
3064,形势,xíngshì,situation,4
3065,型,xíng,mould; model; type; pattern,4
3066,型号,xíng hào,model; type; pattern,4
3067,醒,xǐng,wake up,4
3068,兴趣,xìng qù,interest,4
3069,性质,xìngzhì,Nature,4
3070,兄弟,xiōngdì,Brother,4
3071,胸部,xiōng bù,chest; thorax; breast,4
3072,修理,xiūlǐ,repair,4
3073,选择,xuǎnzé,Choice,4
3074,学分,xué fēn,credit; academic credit,4
3075,学年,xué nián,school year; academic year,4
3076,学时,xué shí,class hour; period,4
3077,学术,xuéshù,learning,4
3078,学问,xuéwen,knowledge,4
3079,寻找,xúnzhǎo,"Seek, look for",4
3080,迅速,xùnsù,rapid,4
3081,牙,yá,tooth; ivory; tooth -like thing,4
3082,牙刷,yá shuā,toothbrush,4
3083,亚运会,yà yùn huì,Asian Games,4
3084,呀,ya,ah,4
3085,延长,yáncháng,extend,4
3086,延期,yánqī,Delay,4
3087,延续,yánxù,continue,4
3088,严,yán,strict; tight; severe; stern,4
3089,严格,yángé,strict,4
3090,严重,yánzhòng,serious,4
3091,研究,yánjiū,research,4
3092,研究生,yán jiū shēng,postgraduate; graduate student,4
3093,研制,yán zhì,prepare; manufacture; develop,4
3094,盐,yán,salt,4
3095,眼镜,yǎnjìng,glasses,4
3096,眼泪,yǎn lèi,tear; eyedrop,4
3097,眼里,yǎn lǐ,within one's vision; in one's eyes,4
3098,演讲,yǎnjiǎng,speech,4
3099,阳台,yángtái,balcony,4
3100,养成,yǎngchéng,Cultivate,4
3101,腰,yāo,waist,4
3102,摇,yáo,shake,4
3103,药物,yào wù,drug; medicine,4
3104,要（连）,yào,if,4
3105,业余,yèyú,amateur,4
3106,叶子,yèzi,Leaf,4
3107,医疗,yī liáo,medical treatment,4
3108,医学,yī xué,medical science; medicine,4
3109,依靠,yīkào,rely on; depend on,4
3110,依然,yīrán,still,4
3111,一律,yílǜ,all and singular,4
3112,一再,yízài,repeatedly,4
3113,一致,yízhì,Agreement,4
3114,移,yí,move; remove; shift; change; alter,4
3115,移动,yídòng,move,4
3116,移民,yímín,immigrant,4
3117,遗产,yíchǎn,heritage,4
3118,遗传,yíchuán,inheritance,4
3119,疑问,yíwèn,Doubt,4
3120,以及,yǐjí,as well as,4
3121,以内,yǐ nèi,within,4
3122,一般来说,yì bān lái,shu ō generally speaking,4
3123,义务,yìwù,obligation,4
3124,议论,yìlùn,Discussion,4
3125,引,yǐn,lead; guide; draw; stretch; lure; attract;  cause,4
3126,引导,yǐndǎo,guide,4
3127,引进,yǐn jìn,introduce from elsewhere; bring in;  recommend,4
3128,引起,yǐnqǐ,cause,4
3129,应,yīng,should; ought to; answer; respond;  promise,4
3130,英勇,yīngyǒng,heroic,4
3131,营业,yíngyè,Do business,4
3132,赢得,yíng dé,gain; win,4
3133,影子,yǐngzi,shadow,4
3134,勇敢,yǒnggǎn,Brave,4
3135,勇气,yǒngqì,courage,4
3136,用途,yòngtú,purpose,4
3137,优良,yōu liáng,fine; good; excellent,4
3138,优美,yōuměi,Graceful,4
3139,优秀,yōuxiù,excellent,4
3140,邮局,yóujú,Post Office,4
3141,有劲儿,yǒu jìnr,strong; energetic,4
3142,有趣,yǒuqù,interesting,4
3143,有限,yǒu xiàn,limited; finite,4
3144,幼儿园,yòu'éryuán,Kindergarten,4
3145,于是,yúshì,Therefore,4
3146,语法,yǔfǎ,grammar,4
3147,语音,yǔ yīn,voice,4
3148,玉,yù,jade,4
3149,玉米,yùmǐ,Corn,4
3150,预测,yù cè,forecast; prognosis,4
3151,预订,yùdìng,book; subscribe for,4
3152,遇,yù,meet; encounter,4
3153,遇到,yùdào,encounter,4
3154,遇见,yù jiàn,meet; come across,4
3155,原料,yuánliào,raw material,4
3156,原则,yuánzé,Principle,4
3157,圆,yuán,circular,4
3158,圆满,yuánmǎn,Satisfactorily,4
3159,约会,yuēhuì,Date,4
3160,月底,yuè dǐ,the end of a month,4
3161,阅读,yuèdú,Read,4
3162,运动会,yùn  dòng huì,sports meeting,4
3163,运动员,yùn  dòng yuán,athlete; sportsman,4
3164,运气,yùnqi,luck,4
3165,运用,yùnyòng,Application,4
3166,再三,zàisān,repeatedly,4
3167,在乎,zàihu,care about,4
3168,在于,zàiyú,rest with,4
3169,赞成,zànchéng,agree,4
3170,赞赏,zàn shǎng,praise; panegyrize; eulogize;  admiration,4
3171,赞助,zànzhù,Sponsor,4
3172,造型,zàoxíng,style; modeling,4
3173,战斗,zhàndòu,Battle,4
3174,战胜,zhàn shèng,defeat; conquer,4
3175,战士,zhàn shì,warrior; soldier; fighter,4
3176,战争,zhànzhēng,War,4
3177,丈夫,zhàngfu,husband,4
3178,招呼,zhāo,hu call; hail; greet; glad -hand,4
3179,着,zhe,in process of,4
3180,着火,zháohuǒ,on fire,4
3181,着急,zháojí,Worry,4
3182,召开,zhàokāi,convene,4
3183,折,zhé,fracture,4
3184,针,zhēn,needle; injection,4
3185,针对,zhēnduì,In the light of,4
3186,阵,zhèn,front,4
3187,争论,zhēnglùn,debate,4
3188,征服,zhēngfú,Conquer,4
3189,征求,zhēngqiú,"seek, ask for",4
3190,政府,zhèngfǔ,government,4
3191,政治,zhèngzhì,Politics,4
3192,之后,zhī hòu,later; after; afterwards,4
3193,之间,zhī jiān,between; among,4
3194,之前,zhī qián,before; prior to,4
3195,之一,zhī yī,one of,4
3196,支（动）,zhī,put up; protrude; support; send away,4
3197,植物,zhíwù,Botany,4
3198,指挥,zhǐhuī,command,4
3199,制订,zhì dìng,formulate; work out; map out,4
3200,质量,zhìliàng,quality,4
3201,治,zhì,rule; govern; manage; cure; treatment,4
3202,治疗,zhìliáo,Treatment,4
3203,智力,zhìlì,intelligence,4
3204,智能,zhìnéng,Intelligence,4
3205,中介,zhōngjiè,intermediary,4
3206,种类,zhǒnglèi,type,4
3207,中奖,zhòng jiǎng,win a lottery,4
3208,种,zhǒng,species,4
3209,种植,zhòngzhí,plant,4
3210,重量,zhòngliàng,weight,4
3211,逐步,zhúbù,gradually,4
3212,逐渐,zhújiàn,gradually,4
3213,主题,zhǔtí,theme,4
3214,主席,zhǔxí,Chairman,4
3215,祝福,zhùfú,blessing,4
3216,著名,zhùmíng,famous,4
3217,著作,zhùzuò,Work,4
3218,抓紧,zhuājǐn,Pay close attention to; grasp,4
3219,专心,zhuānxīn,Attentively,4
3220,转动,zhuǎn dòng,turn; move; turn round,4
3221,转告,zhuǎngào,Tell,4
3222,转身,zhuǎn shēn,turn round; face about,4
3223,转弯,zhuǎn wān,make a turn; turn a corner,4
3224,转移,zhuǎnyí,transfer,4
3225,装修,zhuāngxiū,decorate house,4
3226,装置,zhuāng zhì,device; equipment,4
3227,追求,zhuīqiú,Pursuit,4
3228,准时,zhǔnshí,on time,4
3229,资料,zīliào,data,4
3230,资源,zīyuán,Resources,4
3231,自,zì,from; since; self; oneself,4
3232,自信,zìxìn,self-confidence,4
3233,字母,zìmǔ,Letter,4
3234,综合,zōnghé,comprehensive,4
3235,总共,zǒnggòng,In total,4
3236,总理,zǒnglǐ,prime minister,4
3237,总统,zǒngtǒng,President,4
3238,总之,zǒngzhī,in short,4
3239,阻止,zǔzhǐ,prevent,4
3240,嘴巴,zuǐ ba,mouth,4
3241,最初,zuìchū,First,4
3242,作出,zuò chū,"make (a decision, etc.)",4
3243,作为,zuòwéi,As,4
3244,做梦,zuò mèng,dream; daydream,4
