Index,Chinese,Pinyin,English,Level
3909,伸,shēn,stretch,5
3910,深处,shēn chù,deep; depths; recess; profundity,5
3911,深度,shēn dù,depth; deepness,5
3912,神,shén,god; deity; divinity; spirit; expression;  look; supernatural; magical,5
3913,神经,shénjīng,nerve,5
3914,神奇,shénqí,Magical,5
3915,神情,shén qíng,expression; look,5
3916,升高,shēng gāo,hoist; elevate; lift; escalate; exaltation,5
3917,生成,shēng chéng,generate; produce,5
3918,声,shēng,sound; voice; reputation; tone,5
3919,胜负,shèngfù,victory and defeat,5
3920,剩,shèng,Left,5
3921,剩下,shèng xià,be left over; remain,5
3922,失误,shīwù,An error,5
3923,师傅,shīfu,Master worker,5
3924,诗歌,shī gē,poem; poetry,5
3925,十足,shízú,100 percent,5
3926,时常,shícháng,often,5
3927,时光,shíguāng,time,5
3928,时机,shíjī,Opportunity,5
3929,时事,shíshì,current affairs,5
3930,实惠,shíhuì,substantial,5
3931,拾,shí,"pick up, collect",5
3932,使得,shǐ de,make; cause; usable; workable,5
3933,示范,shìfàn,lead the way; demonstrate,5
3934,式,shì,type; style; pattern; form; ceremony;,5
3935,势力,shìlì,Power,5
3936,试图,shìtú,Try,5
3937,视频,shìpín,video,5
3938,视为,shì wéi,treat; regard as,5
3939,收购,shōu gòu,purchase; acquisition; buy,5
3940,收集,shōu jí,gather; collect; collection,5
3941,收拾,shōushi,Tidy,5
3942,手段,shǒu duàn,means; measure; trick; artifice,5
3943,手法,shǒufǎ,technique,5
3944,寿司,shòu sī,sushi,5
3945,受灾,shòu zāi,disaster; the afflicted,5
3946,瘦,shòu,thin,5
3947,书法,shūfǎ,Calligraphy,5
3948,书柜,shū guì,bookcase,5
3949,书桌,shū zhuō,desk; writing desk,5
3950,输出,shū chū,output; export; efference,5
3951,蔬菜,shūcài,Vegetables,5
3952,熟悉,shúxī,be familiar with,5
3953,鼠,shǔ,mouse; rat,5
3954,鼠标,shǔbiāo,mouse,5
3955,数目,shù mù,number; amount,5
3956,摔,shuāi,fall; break; throw; fling; lose one's  balance,5
3957,摔倒,shuāidǎo,fall,5
3958,率领,shuàilǐng,Lead,5
3959,双手,shuāng shǒu,both hands; pair of hands,5
3960,水产品,shuǐ chǎn pǐn,aquatic product,5
3961,水分,shuǐ fèn,moisture,5
3962,水库,shuǐ kù,reservoir,5
3963,水灾,shuǐ zāi,flood; inundation,5
3964,睡眠,shuì mián,sleep; slumber,5
3965,说法,shuō fǎ,way of saying a thing; statement;  version; wording,5
3966,硕士,shuòshì,master,5
3967,私人,sīrén,private,5
3968,思维,sīwéi,thinking,5
3969,四周,sì zhōu,all around,5
3970,搜,sōu,search; search out,5
3971,搜索,sōusuǒ,search,5
3972,宿舍,sùshè,dormitory,5
3973,酸甜苦辣,suān tián kǔ  là,"sour, sweet, bitter, hot ; ups and  downs; joys and sorrows of life",5
3974,随后,suí hòu,follow; soon afterwards,5
3975,随意,suíyì,random; casual,5
3976,随着,suízhe,along with,5
3977,岁月,suìyuè,Years,5
3978,碎,suì,broken,5
3979,损害,sǔn hài,harm; damage; injure; hurt,5
3980,损失,sǔnshī,loss,5
3981,所在,suǒ zài,place; location; where,5
3982,锁,suǒ,lock,5
3983,台风,táifēng,Typhoon,5
3984,抬,tái,Lift,5
3985,抬头,tái tóu,look up; gain ground; raise one's head,5
3986,太空,tàikōng,Space,5
3987,弹,tán,shoot; catapult; fluff; flick; flip; play;  leap,5
3988,逃,táo,flee,5
3989,逃跑,táo pǎo,run away; flee; take flight; take to  one's heels,5
3990,逃走,táo zǒu,escape; flee,5
3991,桃,táo,peach,5
3992,桃花,táo huā,peach blossom,5
3993,桃树,táo shù,peach tree,5
3994,讨厌,tǎoyàn,Hate,5
3995,特定,tèdìng,given,5
3996,特性,tè xìng,characteristic; property; feature;  peculiarity; quality,5
3997,特有,tè yǒu,peculiar; characteristic,5
3998,提倡,tíchàng,promote,5
3999,提起,tí qǐ,mention; speak of; raise; lift,5
4000,提示,tíshì,hint,5
4001,题材,tícái,theme,5
4002,体积,tǐjī,volume,5
4003,体力,tǐ lì,physical strength; physical power,5
4004,天才,tiāncái,genius,5
4005,天然气,tiānránqì,Natural gas,5
4006,天文,tiānwén,Astronomy,5
4007,调节,tiáojié,adjust,5
4008,调解,tiáojiě,mediate,5
4009,厅,tīng,office; hall,5
4010,停留,tíng liú,remain; stay,5
4011,通用,tōngyòng,currency,5
4012,偷,tōu,steal,5
4013,偷偷,tōu tōu,secretly; stealthily; covertly; on the sly,5
4014,突破,tūpò,Breach,5
4015,土豆,tǔdòu,Potato,5
4016,吐,tǔ,"spit, say",5
4017,吐,tù,vomit,5
4018,兔,tù,rabbit; hare,5
4019,团长,tuán zhǎng,regimental commander; head of a  delegation,5
4020,推行,tuī xíng,practise; carry out; pursue,5
4021,脱离,tuōlí,Be divorced from,5
4022,外界,wàijiè,outside,5
4023,完了,wán le,come to an end; be over; completion  of a term,5
4024,微博,wēi bó,Weibo (a Chinese social media app),5
4025,为难,wéinán,Embarrassed,5
4026,为期,wéiqī,by a definite date,5
4027,为止,wéi zhǐ,up to; till,5
4028,为主,wéi zhǔ,mainly; give priority,5
4029,违法,wéi fǎ,break the law; be illegal,5
4030,违反,wéifǎn,Violation,5
4031,违规,wéi guī,violation; get out of line,5
4032,围绕,wéirào,around,5
4033,唯一,wéiyī,Only,5
4034,委托,wěituō,Entrust,5
4035,卫星,wèixīng,satellite,5
4036,胃,wèi,stomach,5
4037,慰问,wèiwèn,Condolences,5
4038,温和,wēnhé,mild,5
4039,文艺,wényì,literature,5
4040,卧室,wòshì,Bedroom,5
4041,握,wò,hold; grasp; take by the hand,5
4042,污染,wūrǎn,contaminated,5
4043,污水,wū shuǐ,sewage; slops; foul water; polluted  water,5
4044,屋,wū,house; room,5
4045,无奈,wúnài,cannot help but,5
4046,无疑,wú yí,undoubtedly; no doubt,5
4047,舞,wǔ,dance; dancing; flourish; wield,5
4048,物价,wù jià,(commodity) prices,5
4049,物业,wùyè,property,5
4050,物质,wùzhì,material,5
4051,误解,wùjiě,misunderstand,5
4052,西红柿,xīhóngshì,Tomato,5
4053,西装,xī zhuāng,suit; Western -style clothes,5
4054,喜剧,xǐ jù,comedy,5
4055,戏,xì,play; sport; joke; make fun of; drama;  play,5
4056,戏剧,xìjù,Theatre,5
4057,吓,xià,scare,5
4058,先后,xiān hòu,successively; one after another,5
4059,先前,xiānqián,previously,5
4060,鲜艳,xiānyàn,Colorful,5
4061,闲,xián,not busy; idle; unoccupied; leisure;  stay idle,5
4062,显,xiǎn,show; appear; obvious; noticeable;  illustrious,5
4063,现有,xiàn yǒu,existing; now available; existence,5
4064,现状,xiànzhuàng,Present situation,5
4065,线索,xiànsuǒ,Clue,5
4066,献,xiàn,offer; present; dedicate; donate;  show; put on; display,5
4067,乡,xiāng,country; countryside; village; rural  area; home village,5
4068,乡村,xiāng cūn,country; village; countryside; rural  area; rural,5
4069,相等,xiāngděng,Equal,5
4070,相应,xiāngyìng,Corresponding,5
4071,香肠,xiāngcháng,sausage,5
4072,详细,xiángxì,detailed,5
4073,享受,xiǎngshòu,enjoy,5
4074,向导,xiàngdǎo,Guide,5
4075,向前,xiàng qián,forward; onward; ahead,5
4076,向上,xiàng shàng,upward; up,5
4077,相声,xiàngsheng,crosstalk,5
4078,象征,xiàngzhēng,Symbolize,5
4079,消除,xiāochú,eliminate,5
4080,消毒,xiāodú,Disinfection,5
4081,消防,xiāofáng,Fire control,5
4082,消费者,xiāo fèi zhě,consumer; customer,5
4083,消极,xiāojí,negative,5
4084,小偷儿,xiǎo tōur,thief,5
4085,歇,xiē,Rest,5
4086,协议,xiéyì,Agreement,5
4087,协议书,xié yì shū,agreement; protocol; written  agreement,5
4088,斜,xié,oblique,5
4089,心态,xīntài,mentality,5
4090,心疼,xīnténg,Distressed,5
4091,辛苦,xīnkǔ,hard,5
4092,欣赏,xīnshǎng,Appreciate,5
4093,信念,xìnniàn,belief,5
4094,信箱,xìn xiāng,letter box; mailbox; post box,5
4095,行驶,xíng shǐ,go; ply; travel,5
4096,形态,xíngtài,Form,5
4097,性能,xìngnéng,performance,5
4098,雄伟,xióngwěi,Magnificent,5
4099,熊,xióng,bear; rebuke; scold,5
4100,休闲,xiūxián,Leisure time,5
4101,修复,xiūfù,repair,5
4102,修建,xiūjiàn,build,5
4103,修养,xiūyǎng,"training, mastery",5
4104,虚心,xūxīn,With an open mind; modest,5
4105,许可,xǔkě,Permit,5
4106,选修,xuǎn xiū,elective; take as an elective course,5
4107,学科,xué kē,branch of learning; subject; discipline,5
4108,学位,xuéwèi,Academic degree,5
4109,学者,xué zhě,scholar; learned man; man of learning,5
4110,寻求,xún qiú,quest; seek; look for; explore,5
4111,询问,xúnwèn,inquiry,5
4112,押金,yājīn,deposit,5
4113,鸭子,yā zi,duck,5
4114,亚军,yàjūn,Runner -up,5
4115,延伸,yánshēn,extend,5
4116,严厉,yánlì,severe,5
4117,严肃,yánsù,serious,5
4118,言语,yán yǔ,speech; parole; verbal,5
4119,研究所,yán jiū suǒ,research institute; graduate school,5
4120,眼光,yǎnguāng,Eye,5
4121,邀请,yāoqǐng,Invitation,5
4122,摇头,yáo tóu,shake one's head,5
4123,咬,yǎo,bite,5
4124,也好,yě hǎo,may as well; no matter whether,5
4125,业务,yèwù,business,5
4126,夜间,yè jiān,nighttime; at night,5
4127,一流,yīliú,First-class,5
4128,依法,yī fǎ,according to the law; legal,5
4129,依旧,yījiù,still,5
4130,依据,yījù,Basis,5
4131,依照,yī zhào,according to; in the light of:,5
4132,一辈子,yíbèizi,A lifetime,5
4133,一带,yí dài,area; surroundings; region; district,5
4134,一旦,yídàn,once; in case,5
4135,一句话,yí jù huà,in a word; in short; one sentence,5
4136,一路,yí lù,all the way; take the same route,5
4137,一下儿（副）,yí xiàr,a little bit; a little while,5
4138,一下子,yí xià zi,all of a sudden; all at once; for a while,5
4139,一向,yíxiàng,Always,5
4140,乙,yǐ,second; second heavenly stem,5
4141,以便,yǐbiàn,so that,5
4142,以往,yǐwǎng,Past,5
4143,一口气,yì kǒu qì,one breath; in one breath,5
4144,一身,yì shēn,the whole body; all over the body,5
4145,意识,yìshí,consciousness,5
4146,意味着,yìwèizhe,Signify,5
4147,意志,yìzhì,will,5
4148,因而,yīn'ér,thus,5
4149,饮料,yǐnliào,Drinks,5
4150,饮食,yǐnshí,diet,5
4151,印刷,yìnshuā,printing,5
4152,应,yīng,answer; respond; agree; should; ought  to,5
4153,硬,yìng,hard,5
4154,硬件,yìngjiàn,Hardware,5
4155,拥抱,yōngbào,embrace,5
4156,拥有,yōngyǒu,Have,5
4157,用不着,yòng  bù zháo,no need; have no use for,5
4158,用户,yònghù,user,5
4159,用来,yòng lái,be used for; used to,5
4160,用于,yòng yú,use for; used in; use on,5
4161,优惠,yōuhuì,preferential; favorable,5
4162,优先,yōuxiān,first,5
4163,幽默,yōumò,Humor,5
4164,尤其,yóuqí,especially,5
4165,由此,yóu cǐ,from this; therefrom; thus,5
4166,犹豫,yóuyù,Hesitate,5
4167,游泳池,yóu yǒng chí,swimming pool,5
4168,友谊,yǒuyì,friendship,5
4169,有毒,yǒu dú,poisonous; venomous,5
4170,有害,yǒu hài,harmful; pernicious; detrimental,5
4171,有力,yǒu lì,strong; powerful; forceful; energetic;  vigorous,5
4172,有利于,yǒu lì yú,in favour of; make for; to the benefit  of; avail,5
4173,有着,yǒu zhe,have; possess,5
4174,羽毛球,yǔmáoqiú,Badminton,5
4175,羽绒服,yǔróngfú,Down Jackets,5
4176,雨水,yǔ shuǐ,rainwater; rainfall; rain,5
4177,预备,yù bèi,prepare; get ready; preparation,5
4178,预期,yùqī,expect; anticipate,5
4179,元旦,uándàn,the New year's Day,5
4180,园林,yuánlín,Gardens,5
4181,原理,yuánlǐ,principle,5
4182,原始,yuánshǐ,Original,5
4183,原先,yuánxiān,Original,5
4184,原有,yuán yǒu,original,5
4185,远处,yuǎn chù,distance; far away,5
4186,怨,yuàn,blame ; complain; resentment; enmity,5
4187,愿,yuàn,will; wish; desire; hope; willing,5
4188,约束,yuēshù,bind; restrain,5
4189,月饼,yuè bǐng,moon cake,5
4190,月球,yuè qiú,Moon,5
4191,阅览室,yuè lǎn shì,reading room,5
4192,运,yùn,transport; luck; fortune; carry; move;  wield,5
4193,运行,yùnxíng,run; working,5
4194,灾,zāi,disaster; calamity; adversity; personal  misfortune,5
4195,灾害,zāihài,disaster,5
4196,灾难,zāinàn,disaster,5
4197,灾区,zāi qū,disaster area,5
4198,再次,zài cì,once more; once again; one more  time,5
4199,再也,zài yě,never; anymore; no longer,5
4200,在场,zài chǎng,be on the scene; be on the spot,5
4201,在内,zài nèi,including; inside; internally,5
4202,暂时,zànshí,temporary,5
4203,暂停,zàn tíng,pause; suspend; time out,5
4204,糟,zāo,dregs; waste; spoil; bad; in a mess,5
4205,糟糕,zāogāo,terrible,5
4206,早期,zǎo qī,early phase; early stage,5
4207,增,zēng,increase; gain; add; expand,5
4208,增产,zēng chǎn,increase production,5
4209,增大,zēng dà,enlargement; magnify; increase,5
4210,增多,zēng duō,increase; grow in number,5
4211,增强,zēng qiáng,strengthen; enhance; heighten,5
4212,赠,zèng,give as a present; present as a gift,5
4213,赠送,zèngsòng,Give,5
4214,摘,zhāi,pick,5
4215,展览,zhǎnlǎn,exhibition,5
4216,展示,zhǎnshì,Exhibit,5
4217,展现,zhǎnxiàn,To show,5
4218,占领,zhànlǐng,occupy,5
4219,占有,zhàn yǒu,own; possess; have; occupy; hold;  having,5
4220,涨,zhǎng,rise,5
4221,涨价,zhǎng jià,rise in price; inflation of prices; mark  up,5
4222,掌握,zhǎngwò,master,5
4223,招生,zhāo shēng,enroll new students; recruit students,5
4224,招手,zhāo shǒu,beckon; wave; beck,5
4225,珍贵,zhēnguì,precious,5
4226,珍惜,zhēnxī,cherish,5
4227,珍珠,zhēnzhū,Pearl,5
4228,真诚,zhēn chéng,sincere; genuine; true; genuineness,5
4229,真理,zhēnlǐ,Truth,5
4230,真相,zhēnxiàng,fact; truth,5
4231,诊断,zhěnduàn,Diagnosis,5
4232,振动,zhèndòng,Vibration,5
4233,震惊,zhènjīng,shock,5
4234,争议,zhēngyì,dispute,5
4235,正版,zhèng bǎn,genuine; legal copy,5
4236,正规,zhèngguī,regular,5
4237,正如,zhèng rú,just as; exactly as,5
4238,正义,zhèngyì,justice,5
4239,证实,zhèngshí,Confirm,5
4240,证书,zhèngshū,certificate,5
4241,挣,zhèng,"earn, make",5
4242,挣钱,zhèng qián,make money; earn money,5
4243,之内,zhī nèi,in; within,5
4244,之外,zhī wài,outside; except,5
4245,之下,zhī xià,under,5
4246,之中,zhī zhōng,in; in the midst of; among,5
4247,支出,zhīchū,payout; expend,5
4248,支配,zhīpèi,Control,5
4249,执行,zhíxíng,implement,5
4250,直线,zhí xiàn,straight line,5
4251,值班,zhíbān,Be on duty,5
4252,职能,zhínéng,function,5
4253,职位,zhíwèi,position,5
4254,职务,zhíwù,post,5
4255,只不过,zhǐ bú guò,only; just; merely,5
4256,只见,zhǐ jiàn,only see; see,5
4257,指标,zhǐbiāo,index,5
4258,指甲,zhǐjia,nail,5
4259,指示,zhǐshì,Instructions,5
4260,指责,zhǐzé,Accuse,5
4261,至,zhì,to; till; until; extremely,5
4262,制成,zhì chéng,make into; be made from,5
4263,制约,zhìyuē,restrict,5
4264,治安,zhì'ān,public security,5
4265,治理,zhìlǐ,Government,5
4266,中断,zhōngduàn,interrupt,5
4267,中秋节,zhōng qiū jié,Mid-Autumn Festival,5
4268,中央,zhōngyāng,center,5
4269,中药,zhōng yào,traditional Chinese medicine,5
4270,终点,zhōngdiǎn,End,5
4271,终身,zhōngshēn,lifelong,5
4272,终止,zhōngzhǐ,termination,5
4273,中毒,zhòng dú,poisoning; be poisoned,5
4274,众多,zhòng duō,multitudinous; numerous; many,5
4275,周期,zhōuqī,period cycle,5
4276,竹子,zhúzi,Bamboo,5
4277,主办,zhǔbàn,Host,5
4278,主导,zhǔdǎo,leading,5
4279,主观,zhǔguān,subjective,5
4280,主管,zhǔguǎn,Executive director,5
4281,主体,zhǔ tǐ,main body; main part; principal part;  subject,5
4282,助理,zhùlǐ,assistant,5
4283,助手,zhùshǒu,assistant,5
4284,注册,zhùcè,register,5
4285,注射,zhùshè,injection,5
4286,注视,zhùshì,Gaze,5
4287,注重,zhùzhòng,pay attention to,5
4288,祝贺,zhùhè,Congratulate,5
4289,专辑,zhuān jí,album,5
4290,专利,zhuānlì,patent,5
4291,转化,zhuǎn huà,change; transform,5
4292,转换,zhuǎn huàn,conversion; change; transform;  convert,5
4293,转让,zhuǎnràng,make over; transfer,5
4294,转向,zhuǎn xiàng,turn to; sheer off; change direction,5
4295,装饰,zhuāngshì,decorate,5
4296,撞,zhuàng,Hit,5
4297,资本,zīběn,capital,5
4298,资产,zīchǎn,capital; asset,5
4299,资助,zīzhù,give financial aid,5
4300,子弹,zǐdàn,Bullet,5
4301,仔细,zǐxì,careful,5
4302,紫,zǐ,purple,5
4303,自豪,zìháo,Proud,5
4304,自杀,zì shā,suicide; commit suicide,5
4305,自愿,zìyuàn,voluntarily,5
4306,总裁,zǒngcái,CEO,5
4307,总数,zǒng shù,tote; sum; totality,5
4308,总算,zǒngsuàn,finally,5
4309,总体,zǒng tǐ,overall; total; entire; totality,5
4310,阻碍,zǔ'ài,hinder,5
4311,组织,zǔzhī,organization,5
4312,醉,zuì,drunk,5
4313,尊敬,zūnjìng,respect,5
4314,尊重,zūnzhòng,respect,5
4315,遵守,zūnshǒu,comply with,5
