Index,Chinese,Pinyin,English,Level
1249,准确,zhǔnquè,accuracy,2
1250,自己,zìjǐ,"Own, self",2
1251,自行车,zìxíngchē,Bicycle,2
1252,自由,zìyóu,free,2
1253,字典,zì diǎn,dictionary,2
1254,走过,zǒu guò,walk through; pass by,2
1255,走进,zǒu jìn,walk in,2
1256,走开,zǒu kāi,go away,2
1257,租,zū,rent,2
1258,组,zǔ,group,2
1259,组成,zǔchéng,Form,2
1260,组长,zǔ zhǎng,group leader,2
1261,嘴,zuǐ,mouth,2
1262,最近,zuìjìn,Lately,2
1263,作家,zuòjiā,writer,2
1264,作文,zuòwén,composition,2
1265,作业,zuòyè,"task, homework",2
1266,作用,zuòyòng,Effect,2
1267,座,zuò,Seat,2
1268,座位,zuòwèi,seat,2
1269,做到,zuò dào,accomplish; achieve,2
1270,做法,zuò fǎ,practice; behavior; way of doing  a thing,2
1271,做饭,zuò fàn,cook,2
